,Time step,RMSE,Average variance,Number of cells sampled,"Robot (9, 5) distance travelled","Robot (9, 5) idle time","Robot (9, 5) waiting time","Robot (8, 11) distance travelled","Robot (8, 11) idle time","Robot (8, 11) waiting time","Robot (7, 12) distance travelled","Robot (7, 12) idle time","Robot (7, 12) waiting time"
0,1,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0
1,2,18.27742186384104,70.02036553398196,3,0,1,0,0,1,0,0,1,0
2,3,18.27742186384104,70.02036553398196,3,1,1,0,1,1,0,1,1,0
3,4,18.193189779540873,42.04463069331291,5,1,2,0,1,2,0,2,1,0
4,5,17.23576775485824,48.49673882925041,6,2,2,0,1,3,0,2,2,0
5,6,17.23576775485824,48.49673882925041,6,3,2,0,1,4,0,3,2,0
6,7,17.23576775485824,48.49673882925041,6,4,2,0,1,5,0,4,2,0
7,8,17.23576775485824,48.49673882925041,6,5,2,0,1,6,0,5,2,0
8,9,17.23576775485824,48.49673882925041,6,6,2,0,1,7,0,6,2,0
9,10,17.12712458153257,79.92679098828062,7,6,3,0,2,7,0,7,2,0
10,11,17.12712458153257,79.92679098828062,7,7,3,0,3,7,0,8,2,0
11,12,17.02290251121794,70.22921846394442,8,8,3,0,4,7,0,8,3,0
12,13,17.132610174726256,55.86874782534221,9,9,3,0,4,8,0,9,3,0
13,14,17.132610174726256,55.86874782534221,9,10,3,0,5,8,0,10,3,0
14,15,17.132610174726256,55.86874782534221,9,11,3,0,6,8,0,11,3,0
15,16,17.132610174726256,55.86874782534221,9,12,3,0,7,8,0,12,3,0
16,17,17.140041820501708,46.19897675851164,11,12,4,0,7,9,0,13,3,0
17,18,17.140041820501708,46.19897675851164,11,13,4,0,8,9,0,14,3,0
18,19,17.140041820501708,46.19897675851164,11,14,4,0,9,9,0,15,3,0
19,20,17.379888599476665,61.41543461936931,14,14,5,0,9,10,0,15,4,0
20,21,17.379888599476665,61.41543461936931,14,15,5,0,10,10,0,16,4,0
21,22,17.37825528485789,59.94451054041368,15,15,6,0,11,10,0,17,4,0
22,23,17.441042894059358,66.29184357151378,16,16,6,0,12,10,0,17,5,0
23,24,17.441042894059358,66.29184357151378,16,17,6,0,13,10,0,18,5,0
24,25,17.43991770322217,63.516279666982165,17,17,7,0,13,11,0,19,5,0
25,26,17.43991770322217,63.516279666982165,17,18,7,0,14,11,0,20,5,0
