,Time step,RMSE,Average variance,Number of cells sampled,"Robot (7, 1) distance travelled","Robot (7, 1) idle time","Robot (7, 1) waiting time","Robot (1, 1) distance travelled","Robot (1, 1) idle time","Robot (1, 1) waiting time","Robot (4, 6) distance travelled","Robot (4, 6) idle time","Robot (4, 6) waiting time"
0,1,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0
1,2,20.39388896235462,93.96637142204592,3,0,1,0,0,1,0,0,1,0
2,3,20.39388896235462,93.96637142204592,3,1,1,0,1,1,0,1,1,0
3,4,20.39388896235462,93.96637142204592,3,2,1,0,2,1,0,2,1,0
4,5,20.39388896235462,93.96637142204592,3,3,1,0,3,1,0,3,1,0
5,6,19.86045939484147,72.14696781565934,4,3,2,0,4,1,0,4,1,0
6,7,19.86045939484147,72.14696781565934,4,4,2,0,5,1,0,5,1,0
7,8,19.64326725368059,46.160945132444056,5,5,2,0,6,1,0,5,2,0
8,9,19.64326725368059,46.160945132444056,5,6,2,0,7,1,0,6,2,0
9,10,20.16686892353537,55.90201305172432,6,7,2,0,8,1,0,6,3,0
10,11,20.16686892353537,55.90201305172432,6,8,2,0,9,1,0,7,3,0
11,12,20.16686892353537,55.90201305172432,6,9,2,0,10,1,0,8,3,0
12,13,20.16686892353537,55.90201305172432,6,10,2,0,11,1,0,9,3,0
13,14,19.13738039701053,143.52951601589672,8,10,3,0,11,2,0,10,3,0
14,15,19.13738039701053,143.52951601589672,8,11,3,0,12,2,0,11,3,0
15,16,19.13738039701053,143.52951601589672,8,12,3,0,13,2,0,12,3,0
16,17,19.13738039701053,143.52951601589672,8,13,3,0,14,2,0,13,3,0
17,18,19.13738039701053,143.52951601589672,8,14,3,0,15,2,0,14,3,0
18,19,19.13738039701053,143.52951601589672,8,15,3,0,16,2,0,15,3,0
19,20,19.756855406398977,113.50761566391141,9,16,3,0,17,2,0,15,4,0
20,21,18.01173124938918,161.7410903297996,10,17,3,0,17,3,0,16,4,0
21,22,18.01173124938918,161.7410903297996,10,18,3,0,18,3,0,17,4,0
22,23,18.01173124938918,161.7410903297996,10,19,3,0,19,3,0,18,4,0
23,24,18.01173124938918,161.7410903297996,10,20,3,0,20,3,0,19,4,0
24,25,18.01173124938918,161.7410903297996,10,21,3,0,21,3,0,20,4,0
25,26,18.01173124938918,161.7410903297996,10,22,3,0,22,3,0,21,4,0
26,27,17.460583428400327,73.30425315771423,11,22,4,0,23,3,0,22,4,0
27,28,17.460583428400327,73.30425315771423,11,23,4,0,24,3,0,23,4,0
28,29,17.460583428400327,73.30425315771423,11,24,4,0,25,3,0,24,4,0
