,Time step,RMSE,Average variance,Number of cells sampled,"Robot (9, 5) distance travelled","Robot (9, 5) idle time","Robot (9, 5) waiting time","Robot (8, 11) distance travelled","Robot (8, 11) idle time","Robot (8, 11) waiting time","Robot (7, 12) distance travelled","Robot (7, 12) idle time","Robot (7, 12) waiting time"
0,1,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0
1,2,18.27742186384104,70.02036553398196,3,0,1,0,0,1,0,0,1,0
2,3,18.27742186384104,70.02036553398196,3,1,1,0,1,1,0,1,1,0
3,4,18.27742186384104,70.02036553398196,3,2,1,0,2,1,0,2,1,0
4,5,18.27742186384104,70.02036553398196,3,3,1,0,3,1,0,3,1,0
5,6,18.27742186384104,70.02036553398196,3,4,1,0,4,1,0,4,1,0
6,7,18.27742186384104,70.02036553398196,3,5,1,0,5,1,0,5,1,0
7,8,18.27742186384104,70.02036553398196,3,6,1,0,6,1,0,6,1,0
8,9,18.27742186384104,70.02036553398196,3,7,1,0,7,1,0,7,1,0
9,10,18.27742186384104,70.02036553398196,3,8,1,0,8,1,0,8,1,0
10,11,13.99762964968006,195.51002419902548,4,8,2,0,9,1,0,9,1,0
11,12,13.99762964968006,195.51002419902548,4,9,2,0,10,1,0,10,1,0
12,13,14.315358643970011,163.60007932599112,5,9,3,0,11,1,0,11,1,0
13,14,16.79096161207524,233.20113474379275,6,10,3,0,11,2,0,12,1,0
14,15,15.891728594154925,90.63521482351149,8,10,4,0,12,2,0,12,2,0
15,16,15.891728594154925,90.63521482351149,8,11,4,0,13,2,0,13,2,0
16,17,15.891728594154925,90.63521482351149,8,12,4,0,14,2,0,14,2,0
17,18,15.891728594154925,90.63521482351149,8,13,4,0,15,2,0,15,2,0
18,19,14.925181841878885,86.25655392433515,9,14,4,0,16,2,0,15,3,0
19,20,14.925181841878885,86.25655392433515,9,15,4,0,17,2,0,15,4,0
20,21,14.925181841878885,86.25655392433515,9,16,4,0,18,2,0,15,5,0
21,22,14.925181841878885,86.25655392433515,9,17,4,0,19,2,0,15,6,0
22,23,14.925181841878885,86.25655392433515,9,18,4,0,20,2,0,15,7,0
23,24,14.792390130909155,85.21651118651391,10,18,5,0,21,2,0,15,8,0
24,25,14.792390130909155,85.21651118651391,10,19,5,0,22,2,0,15,9,0
25,26,14.81789509793818,84.83827737990332,11,19,6,0,23,2,0,15,10,0
